PRODUCTLINE,Quarter,Month,Year,QUANTITYORDERED,SALES,
Trains,Q1,Feb,2004,23,1855.41,
Trains,Q1,Mar,2004,48,4598.4,
Trains,Q2,May,2004,42,5082.42,
Trains,Q3,Jul,2004,47,5450.59,
Trains,Q3,Aug,2004,36,4174.92,
Trains,Q3,Sep,2004,22,2418.24,
Trains,Q4,Oct,2004,40,3670.4,
Trains,Q4,Oct,2004,23,2481.7,
Trains,Q4,Nov,2004,32,3807.68,
Trains,Q4,Nov,2004,21,2230.41,
Trains,Q4,Dec,2004,41,3814.64,
Trains,Q1,Jan,2005,25,2117.75,
Trains,Q1,Feb,2005,26,3340.48,
Trains,Q1,Mar,2005,24,2154,
Trains,Q2,May,2005,48,5808.48,
Classic Cars,Q1,Mar,2003,26,1777.1,
Classic Cars,Q2,May,2003,21,1536.57,
Classic Cars,Q3,Jul,2003,45,3510,
Classic Cars,Q3,Sep,2003,36,3097.44,
Classic Cars,Q4,Oct,2003,21,1705.41,
Classic Cars,Q4,Nov,2003,32,2264.32,
Classic Cars,Q4,Nov,2003,30,2484.6,
Classic Cars,Q4,Nov,2003,36,3415.68,
Classic Cars,Q4,Dec,2003,33,2839.32,
Classic Cars,Q1,Jan,2004,35,2730,
Classic Cars,Q1,Feb,2004,37,3540.53,
Classic Cars,Q2,Apr,2004,41,2999.97,
Classic Cars,Q2,May,2004,20,1527.8,
Classic Cars,Q3,Jul,2004,45,3907.8,
Classic Cars,Q3,Aug,2004,38,2658.48,
Classic Cars,Q3,Aug,2004,43,3042.68,
Classic Cars,Q4,Oct,2003,49,3861.2,
Classic Cars,Q4,Oct,2004,27,2171.07,
Classic Cars,Q4,Nov,2004,46,3403.08,
Classic Cars,Q4,Nov,2004,38,2245.8,
Classic Cars,Q4,Nov,2004,25,1668.5,
Classic Cars,Q1,Jan,2005,46,2773.8,
Classic Cars,Q1,Feb,2005,22,2464,
Classic Cars,Q1,Mar,2005,40,5491.6,
Vintage Cars,Q1,Jan,2003,46,4791.82,
Vintage Cars,Q1,Mar,2003,39,4178.85,
Vintage Cars,Q2,May,2003,38,3128.92,
Vintage Cars,Q3,Jul,2003,30,3095.4,
Vintage Cars,Q3,Sep,2003,42,3958.5,
Vintage Cars,Q4,Oct,2003,43,4991.44,
Vintage Cars,Q4,Nov,2003,29,2761.96,
Vintage Cars,Q4,Nov,2003,33,2848.23,
Vintage Cars,Q4,Nov,2003,32,2539.84,
Vintage Cars,Q4,Dec,2003,28,2444.4,
Vintage Cars,Q1,Jan,2004,41,4555.92,
Vintage Cars,Q1,Mar,2004,33,3666.96,
Vintage Cars,Q2,Apr,2004,36,3035.88,
Vintage Cars,Q2,Jun,2004,26,2321.54,
Vintage Cars,Q3,Aug,2004,34,3474.46,
Vintage Cars,Q3,Sep,2004,26,2501.98,
Vintage Cars,Q4,Oct,2004,38,3958.46,
Vintage Cars,Q4,Oct,2004,33,3535.95,
Vintage Cars,Q4,Nov,2004,33,3011.91,
Vintage Cars,Q4,Nov,2004,46,11336.7,
Vintage Cars,Q4,Nov,2004,26,2656.94,
Vintage Cars,Q4,Dec,2004,25,2604.25,
Vintage Cars,Q1,Jan,2005,45,3288.6,
Vintage Cars,Q1,Feb,2005,50,8935.5,
Vintage Cars,Q1,Mar,2005,36,4035.96,
Vintage Cars,Q2,May,2005,21,1875.09,
Classic Cars,Q1,Mar,2003,29,4049.56,
Classic Cars,Q2,May,2003,21,2469.39,
Classic Cars,Q3,Jul,2003,42,5432.7,
Classic Cars,Q3,Sep,2003,37,4405.22,
Classic Cars,Q4,Oct,2003,25,3638,
Classic Cars,Q4,Nov,2003,36,4444.92,
Classic Cars,Q4,Nov,2003,22,3395.48,
Classic Cars,Q4,Nov,2003,23,3414.58,
Classic Cars,Q4,Dec,2003,32,5127.04,
Classic Cars,Q1,Jan,2004,28,3745.28,
Classic Cars,Q1,Feb,2004,27,4564.08,
Classic Cars,Q2,Apr,2004,49,6554.24,
Classic Cars,Q2,May,2004,41,6749.83,
Classic Cars,Q3,Jul,2004,49,8427.02,
Classic Cars,Q3,Aug,2004,30,3924.6,
Classic Cars,Q3,Aug,2004,40,6761.6,
Classic Cars,Q4,Oct,2003,23,3786.49,
Classic Cars,Q4,Oct,2004,49,6266.12,
Classic Cars,Q4,Nov,2004,25,3491,
Classic Cars,Q4,Nov,2004,37,4405.22,
Classic Cars,Q4,Nov,2004,55,6548.3,
Classic Cars,Q4,Dec,2004,23,3177.91,
Classic Cars,Q1,Jan,2005,24,4142.64,
Classic Cars,Q1,Feb,2005,43,4149.07,
Classic Cars,Q1,Mar,2005,50,7397,
Classic Cars,Q1,Mar,2003,47,6241.6,
Classic Cars,Q2,May,2003,34,5331.88,
Classic Cars,Q3,Jul,2003,31,5124.3,
Classic Cars,Q3,Sep,2003,28,3639.44,
Classic Cars,Q4,Oct,2003,36,5544,
Classic Cars,Q4,Nov,2003,48,5493.12,
Classic Cars,Q4,Nov,2003,39,5785.26,
Classic Cars,Q4,Nov,2003,45,5340.6,
Classic Cars,Q4,Dec,2003,35,5735.8,
Classic Cars,Q1,Jan,2004,45,6357.6,
Classic Cars,Q1,Feb,2004,46,7343.9,
Classic Cars,Q2,Apr,2004,37,5959.22,
Classic Cars,Q2,Jun,2004,31,4029.38,
Classic Cars,Q3,Jul,2004,33,5035.14,
Classic Cars,Q3,Aug,2004,31,4116.8,
Classic Cars,Q3,Aug,2004,27,4310.55,
Classic Cars,Q4,Oct,2003,39,6446.7,
Classic Cars,Q4,Oct,2004,32,3616.64,
Classic Cars,Q4,Nov,2004,28,4232.76,
Classic Cars,Q4,Nov,2004,26,1765.66,
Classic Cars,Q4,Nov,2004,44,3734.72,
Classic Cars,Q1,Jan,2005,46,4808.38,
Classic Cars,Q1,Feb,2005,32,2266.56,
Classic Cars,Q2,Apr,2005,65,10468.9,
Classic Cars,Q2,May,2005,43,5589.14,
Motorcycles,Q1,Mar,2003,43,2914.11,
Motorcycles,Q2,May,2003,35,1740.9,
Motorcycles,Q3,Jul,2003,45,2266.2,
Motorcycles,Q3,Sep,2003,47,3155.58,
Motorcycles,Q4,Oct,2003,21,1357.86,
Motorcycles,Q4,Nov,2003,38,2598.82,
Motorcycles,Q4,Nov,2003,21,1057.56,
Motorcycles,Q4,Nov,2003,43,3127.82,
Motorcycles,Q1,Jan,2004,46,2488.14,
Motorcycles,Q1,Feb,2004,38,2220.72,
Motorcycles,Q2,Apr,2004,26,1357.72,
Motorcycles,Q2,May,2004,31,1638.04,
Motorcycles,Q2,Jun,2004,48,2626.08,
Motorcycles,Q3,Aug,2004,33,1661.88,
Motorcycles,Q3,Aug,2004,38,2173.6,
Motorcycles,Q3,Sep,2004,39,2182.05,
Motorcycles,Q4,Oct,2004,42,2819.88,
Motorcycles,Q4,Nov,2004,44,2598.64,
Motorcycles,Q4,Nov,2004,29,2019.27,
Motorcycles,Q4,Nov,2004,26,1454.7,
Motorcycles,Q4,Dec,2004,31,1657.57,
Motorcycles,Q1,Jan,2005,32,2851.84,
Motorcycles,Q1,Feb,2005,28,4609.64,
Motorcycles,Q1,Mar,2005,36,5079.96,
Motorcycles,Q2,Apr,2005,36,1879.92,
Vintage Cars,Q1,Feb,2003,41,4774.86,
Vintage Cars,Q2,Apr,2003,27,2687.04,
Vintage Cars,Q2,Jun,2003,33,3423.75,
Vintage Cars,Q3,Aug,2003,34,3455.76,
Vintage Cars,Q4,Oct,2003,29,3622.97,
Vintage Cars,Q4,Oct,2003,34,3599.58,
Vintage Cars,Q4,Nov,2003,48,5386.56,
Vintage Cars,Q4,Nov,2003,46,4918.78,
Vintage Cars,Q4,Nov,2003,22,2538.8,
Vintage Cars,Q1,Jan,2004,20,2498.6,
Vintage Cars,Q1,Feb,2004,45,3858.75,
Vintage Cars,Q2,May,2004,46,5600.5,
Vintage Cars,Q2,Jun,2004,34,4103.46,
Vintage Cars,Q3,Jul,2004,50,4287.5,
Vintage Cars,Q3,Aug,2004,46,5795.54,
Vintage Cars,Q3,Sep,2004,22,1863.4,
Vintage Cars,Q4,Oct,2004,48,4166.88,
Vintage Cars,Q4,Nov,2004,47,4080.07,
Vintage Cars,Q4,Nov,2004,34,3815.48,
Vintage Cars,Q4,Nov,2004,45,5526.45,
Vintage Cars,Q4,Dec,2004,20,3374.6,
Vintage Cars,Q1,Jan,2005,50,3024.5,
Vintage Cars,Q1,Mar,2005,22,1266.1,
Vintage Cars,Q1,Mar,2005,45,4811.85,
Vintage Cars,Q2,Apr,2005,58,7307.42,
Vintage Cars,Q2,May,2005,51,6209.25,
Classic Cars,Q1,Jan,2003,38,5348.5,
Classic Cars,Q2,Apr,2003,22,2780.58,
Classic Cars,Q2,Jun,2003,25,3447,
Classic Cars,Q3,Aug,2003,24,3791.52,
Classic Cars,Q3,Sep,2003,35,4524.1,
Classic Cars,Q4,Oct,2003,28,3337.6,
Classic Cars,Q4,Nov,2003,36,5532.12,
Classic Cars,Q4,Nov,2003,39,5096.91,
Classic Cars,Q4,Nov,2003,27,4537.08,
Classic Cars,Q4,Dec,2003,40,6146.8,
Classic Cars,Q1,Feb,2004,50,8258,
Classic Cars,Q1,Mar,2004,42,7238.28,
Classic Cars,Q2,May,2004,48,6756,
Classic Cars,Q3,Jul,2004,25,3734,
Classic Cars,Q3,Aug,2004,31,4674.8,
Classic Cars,Q3,Sep,2004,44,7140.76,
Classic Cars,Q4,Oct,2004,23,3600.65,
Classic Cars,Q4,Oct,2004,29,4206.74,
Classic Cars,Q4,Nov,2004,49,5379.71,
Classic Cars,Q4,Nov,2004,36,5679.36,
Classic Cars,Q4,Dec,2004,34,4394.84,
Classic Cars,Q4,Dec,2004,25,2528.25,
Classic Cars,Q1,Jan,2005,48,7031.52,
Classic Cars,Q1,Feb,2005,38,5340.9,
Classic Cars,Q1,Mar,2005,37,6376.58,
Classic Cars,Q2,May,2005,49,6896.75,
Vintage Cars,Q1,Jan,2003,22,1903.22,
Vintage Cars,Q1,Mar,2003,28,2499.56,
Vintage Cars,Q2,May,2003,36,3081.24,
Vintage Cars,Q3,Sep,2003,34,3598.22,
Vintage Cars,Q4,Oct,2003,39,3912.09,
Vintage Cars,Q4,Nov,2003,21,1584.66,
Vintage Cars,Q4,Nov,2003,36,3942.72,
Vintage Cars,Q4,Nov,2003,24,2341.2,
Vintage Cars,Q4,Dec,2003,29,2482.11,
Vintage Cars,Q1,Jan,2004,38,3602.02,
Vintage Cars,Q1,Mar,2004,34,3566.94,
Vintage Cars,Q2,Apr,2004,42,3787.98,
Vintage Cars,Q3,Aug,2004,35,3704.05,
Vintage Cars,Q3,Sep,2004,35,2834.65,
Vintage Cars,Q4,Oct,2003,38,3392.26,
Vintage Cars,Q4,Oct,2004,41,3358.31,
Vintage Cars,Q4,Nov,2004,50,7310,
Vintage Cars,Q4,Nov,2004,21,2203.11,
Vintage Cars,Q1,Jan,2005,43,2696.96,
Vintage Cars,Q1,Feb,2005,32,3376.64,
Vintage Cars,Q2,Apr,2005,6,541.14,
Vintage Cars,Q2,May,2005,66,6134.7,
Vintage Cars,Q1,Feb,2003,41,3382.5,
Vintage Cars,Q2,Apr,2003,23,2240.66,
Vintage Cars,Q2,Jun,2003,43,3962.88,
Vintage Cars,Q3,Aug,2003,24,1685.28,
Vintage Cars,Q3,Sep,2003,22,1834.36,
Vintage Cars,Q4,Oct,2003,26,1916.98,
Vintage Cars,Q4,Nov,2003,35,2611,
Vintage Cars,Q4,Nov,2003,47,3630.28,
Vintage Cars,Q4,Nov,2003,50,5090.5,
Vintage Cars,Q1,Jan,2004,45,3949.65,
Vintage Cars,Q1,Feb,2004,39,3491.67,
Vintage Cars,Q1,Mar,2004,23,2059.19,
Vintage Cars,Q2,May,2004,42,3170.16,
Vintage Cars,Q2,Jun,2004,20,1790.6,
Vintage Cars,Q3,Jul,2004,33,2345.97,
Vintage Cars,Q3,Aug,2004,34,3580.88,
Vintage Cars,Q3,Sep,2004,49,4946.06,
Vintage Cars,Q4,Oct,2004,39,3525.6,
Vintage Cars,Q4,Oct,2004,36,3602.16,
Vintage Cars,Q4,Nov,2004,50,4300.5,
Vintage Cars,Q4,Nov,2004,29,4498.19,
Vintage Cars,Q4,Dec,2004,30,3023.1,
Vintage Cars,Q1,Jan,2005,41,3562.49,
Vintage Cars,Q1,Feb,2005,28,1640.24,
Vintage Cars,Q1,Mar,2005,45,4739.4,
Vintage Cars,Q2,May,2005,16,1207.68,
Trucks and Buses,Q1,Jan,2003,36,4228.2,
Trucks and Buses,Q2,Apr,2003,41,4815.45,
Trucks and Buses,Q2,May,2003,50,7083,
Trucks and Buses,Q3,Jul,2003,40,4601.2,
Trucks and Buses,Q3,Sep,2003,49,6467.02,
Trucks and Buses,Q4,Oct,2003,45,5012.55,
Trucks and Buses,Q4,Nov,2003,47,5121.59,
Trucks and Buses,Q4,Nov,2003,21,2441.04,
Trucks and Buses,Q4,Nov,2003,32,4262.08,
Trucks and Buses,Q4,Dec,2003,47,6658.02,
Trucks and Buses,Q1,Feb,2004,38,4509.08,
Trucks and Buses,Q1,Mar,2004,41,4716.23,
Trucks and Buses,Q2,May,2004,21,2390.22,
Trucks and Buses,Q2,Jun,2004,41,4666.62,
Trucks and Buses,Q3,Jul,2004,38,5383.08,
Trucks and Buses,Q3,Aug,2004,25,2482.25,
Trucks and Buses,Q3,Sep,2004,48,5288.64,
Trucks and Buses,Q4,Oct,2004,22,2184.38,
Trucks and Buses,Q4,Oct,2004,28,2881.76,
Trucks and Buses,Q4,Nov,2004,47,6203.06,
Trucks and Buses,Q4,Nov,2004,49,6763.47,
Trucks and Buses,Q4,Nov,2004,45,5884.65,
Trucks and Buses,Q4,Dec,2004,28,3559.64,
Trucks and Buses,Q1,Jan,2005,29,1668.37,
Trucks and Buses,Q1,Feb,2005,39,4890.6,
Trucks and Buses,Q2,May,2005,46,5235.72,
Trucks and Buses,Q2,May,2005,38,4325.16,
Vintage Cars,Q1,Jan,2003,41,1938.89,
Vintage Cars,Q1,Mar,2003,50,2490.5,
Vintage Cars,Q2,May,2003,43,2314.69,
Vintage Cars,Q3,Jul,2003,29,1254.83,
Vintage Cars,Q3,Sep,2003,30,1282.8,
Vintage Cars,Q4,Oct,2003,25,1345.75,
Vintage Cars,Q4,Nov,2003,49,2194.22,
Vintage Cars,Q4,Nov,2003,40,1972,
Vintage Cars,Q4,Nov,2003,41,1835.98,
Vintage Cars,Q4,Dec,2003,21,1119.93,
Vintage Cars,Q1,Jan,2004,46,2082.88,
Vintage Cars,Q1,Mar,2004,39,1569.75,
Vintage Cars,Q2,May,2004,45,2694.15,
Vintage Cars,Q2,Jun,2004,21,1257.27,
Vintage Cars,Q3,Jul,2004,44,2567.84,
Vintage Cars,Q3,Aug,2004,44,2634.28,
Vintage Cars,Q3,Sep,2004,29,1502.78,
Vintage Cars,Q4,Oct,2004,34,1676.2,
Vintage Cars,Q4,Oct,2004,39,2217.15,
Vintage Cars,Q4,Nov,2004,38,6832.02,
Vintage Cars,Q4,Nov,2004,24,1916.64,
Vintage Cars,Q4,Nov,2004,29,7110.8,
Vintage Cars,Q4,Dec,2004,30,5302.8,
Vintage Cars,Q1,Jan,2005,20,2730,
Vintage Cars,Q1,Feb,2005,39,7827.3,
Vintage Cars,Q2,May,2005,35,2095.45,
Vintage Cars,Q2,May,2005,26,1556.62,
Classic Cars,Q1,Mar,2003,44,5565.12,
Classic Cars,Q2,May,2003,28,3583.16,
Classic Cars,Q3,Jul,2003,31,4705.18,
Classic Cars,Q3,Sep,2003,29,4444.54,
Classic Cars,Q4,Oct,2003,32,4618.88,
Classic Cars,Q4,Nov,2003,33,4910.4,
Classic Cars,Q4,Nov,2003,44,5565.12,
Classic Cars,Q4,Nov,2003,32,4237.76,
Classic Cars,Q1,Jan,2004,41,5673.58,
Classic Cars,Q1,Feb,2004,35,5260.15,
Classic Cars,Q2,Apr,2004,44,6350.96,
Classic Cars,Q2,May,2004,26,3559.4,
Classic Cars,Q2,Jun,2004,20,2410.6,
Classic Cars,Q3,Aug,2004,48,5713.92,
Classic Cars,Q3,Aug,2004,34,4300.32,
Classic Cars,Q3,Sep,2004,49,7947.31,
Classic Cars,Q4,Oct,2004,40,5356.8,
Classic Cars,Q4,Nov,2004,45,7901.1,
Classic Cars,Q4,Nov,2004,50,6101,
Classic Cars,Q4,Nov,2004,38,6276.46,
Classic Cars,Q4,Dec,2004,25,4203.5,
Classic Cars,Q1,Jan,2005,28,1629.04,
Classic Cars,Q1,Feb,2005,49,3289.86,
Classic Cars,Q1,Mar,2005,49,6862.94,
Classic Cars,Q1,Mar,2003,42,2574.18,
Classic Cars,Q2,May,2003,23,1327.79,
Classic Cars,Q3,Sep,2003,29,2356.25,
Classic Cars,Q4,Oct,2003,25,2013.5,
Classic Cars,Q4,Nov,2003,39,2807.22,
Classic Cars,Q4,Nov,2003,44,3072.96,
Classic Cars,Q4,Nov,2003,25,1906.5,
Classic Cars,Q4,Dec,2003,45,3431.7,
Classic Cars,Q1,Jan,2004,25,2084.75,
Classic Cars,Q1,Mar,2004,37,2136.01,
Classic Cars,Q2,Apr,2004,30,2009.7,
Classic Cars,Q3,Jul,2004,36,2719.8,
Classic Cars,Q3,Aug,2004,26,1575.08,
Classic Cars,Q3,Sep,2004,23,1688.43,
Classic Cars,Q4,Oct,2003,23,1672.1,
Classic Cars,Q4,Oct,2004,25,1674.75,
Classic Cars,Q4,Nov,2004,21,3472.98,
Classic Cars,Q4,Nov,2004,26,1649.18,
Classic Cars,Q1,Jan,2005,44,3751,
Classic Cars,Q1,Feb,2005,24,4536,
Classic Cars,Q2,Apr,2005,66,4421.34,
Classic Cars,Q2,May,2005,36,2078.28,
Classic Cars,Q1,Mar,2003,36,3069,
Classic Cars,Q2,May,2003,22,1713.8,
Classic Cars,Q3,Sep,2003,25,1506.5,
Classic Cars,Q4,Oct,2003,37,2692.12,
Classic Cars,Q4,Nov,2003,32,2422.08,
Classic Cars,Q4,Nov,2003,47,3488.34,
Classic Cars,Q4,Nov,2003,37,2583.34,
Classic Cars,Q4,Dec,2003,20,1249.4,
Classic Cars,Q1,Jan,2004,41,3374.71,
Classic Cars,Q1,Feb,2004,21,1265.46,
Classic Cars,Q2,Apr,2004,22,1681.46,
Classic Cars,Q3,Jul,2004,40,3204,
Classic Cars,Q3,Aug,2004,32,2398.72,
Classic Cars,Q3,Sep,2004,36,2381.04,
Classic Cars,Q4,Oct,2003,27,1944.54,
Classic Cars,Q4,Oct,2004,26,2273.7,
Classic Cars,Q4,Nov,2004,30,2116.5,
Classic Cars,Q4,Nov,2004,23,1307.32,
Classic Cars,Q4,Nov,2004,29,1726.37,
Classic Cars,Q1,Jan,2005,21,1267.77,
Classic Cars,Q1,Feb,2005,34,3441.82,
Classic Cars,Q2,Apr,2005,26,1987.18,
Classic Cars,Q2,May,2005,60,3880.2,
Classic Cars,Q1,Jan,2003,35,1942.15,
Classic Cars,Q2,Apr,2003,47,3259.92,
Classic Cars,Q2,Jun,2003,20,1213.8,
Classic Cars,Q3,Aug,2003,20,1086.6,
Classic Cars,Q3,Sep,2003,25,1632.75,
Classic Cars,Q4,Oct,2003,25,1734,
Classic Cars,Q4,Nov,2003,27,1857.06,
Classic Cars,Q4,Nov,2003,31,1863.41,
Classic Cars,Q4,Nov,2003,44,2924.68,
Classic Cars,Q4,Dec,2003,49,2294.18,
Classic Cars,Q1,Feb,2004,26,1457.82,
Classic Cars,Q1,Mar,2004,36,1955.88,
Classic Cars,Q2,May,2004,44,2314.4,
Classic Cars,Q2,Jun,2004,28,1310.96,
Classic Cars,Q3,Jul,2004,45,2913.3,
Classic Cars,Q3,Aug,2004,29,1357.78,
Classic Cars,Q3,Sep,2004,40,2150,
Classic Cars,Q4,Oct,2004,45,2783.25,
Classic Cars,Q4,Oct,2004,44,2339.92,
Classic Cars,Q4,Nov,2004,25,1729,
Classic Cars,Q4,Nov,2004,45,5972.4,
Classic Cars,Q4,Dec,2004,48,2275.2,
Classic Cars,Q4,Dec,2004,44,2673.44,
Classic Cars,Q1,Jan,2005,25,2431.75,
Classic Cars,Q1,Feb,2005,22,2018.72,
Classic Cars,Q1,Mar,2005,31,1558.99,
Classic Cars,Q2,May,2005,21,1104.6,
Classic Cars,Q2,May,2005,55,2575.1,
Motorcycles,Q1,Feb,2003,25,2845.75,
Motorcycles,Q2,Apr,2003,35,3431.75,
Motorcycles,Q3,Jul,2003,35,3273.9,
Motorcycles,Q3,Aug,2003,43,4119.4,
Motorcycles,Q4,Oct,2003,44,5355.68,
Motorcycles,Q4,Oct,2003,50,5747.5,
Motorcycles,Q4,Nov,2003,48,5355.36,
Motorcycles,Q4,Nov,2003,25,2535.75,
Motorcycles,Q4,Dec,2003,39,4351.23,
Motorcycles,Q1,Jan,2004,25,2254,
Motorcycles,Q1,Feb,2004,32,2921.28,
Motorcycles,Q2,Apr,2004,20,2299,
Motorcycles,Q2,May,2004,26,2637.18,
Motorcycles,Q2,Jun,2004,42,4307.52,
Motorcycles,Q3,Jul,2004,21,2153.76,
Motorcycles,Q3,Aug,2004,34,3716.88,
Motorcycles,Q3,Sep,2004,47,5455.76,
Motorcycles,Q4,Oct,2004,21,2650.62,
Motorcycles,Q4,Nov,2004,48,6437.28,
Motorcycles,Q4,Nov,2004,30,2633.4,
Motorcycles,Q4,Nov,2004,27,2278.53,
Motorcycles,Q1,Jan,2005,50,4846,
Motorcycles,Q1,Feb,2005,38,4197.1,
Motorcycles,Q1,Mar,2005,45,4597.65,
Motorcycles,Q2,Apr,2005,46,5287.7,
Motorcycles,Q2,May,2005,35,3550.05,
Classic Cars,Q1,Mar,2003,29,1721.73,
Classic Cars,Q2,May,2003,50,2993.5,
Classic Cars,Q3,Jul,2003,26,1295.06,
Classic Cars,Q3,Sep,2003,47,2671.95,
Classic Cars,Q4,Oct,2003,23,1226.59,
Classic Cars,Q4,Nov,2003,34,1453.84,
Classic Cars,Q4,Nov,2003,34,1830.22,
Classic Cars,Q4,Nov,2003,47,2530.01,
Classic Cars,Q4,Dec,2003,45,2241.45,
Classic Cars,Q1,Jan,2004,45,2399.85,
Classic Cars,Q1,Feb,2004,36,1557.72,
Classic Cars,Q2,Apr,2004,21,845.25,
Classic Cars,Q3,Jul,2004,28,1352.4,
Classic Cars,Q3,Aug,2004,35,1584.8,
Classic Cars,Q3,Sep,2004,50,2616,
Classic Cars,Q4,Oct,2003,22,1129.04,
Classic Cars,Q4,Oct,2004,45,2218.5,
Classic Cars,Q4,Nov,2004,48,2028.48,
Classic Cars,Q4,Nov,2004,20,1759.2,
Classic Cars,Q4,Nov,2004,27,977.67,
Classic Cars,Q1,Jan,2005,38,1463,
Classic Cars,Q1,Feb,2005,32,3970.56,
Classic Cars,Q2,Apr,2005,64,2576,
Classic Cars,Q2,May,2005,37,2233.69,
Planes,Q1,Feb,2003,28,2481.64,
Planes,Q2,Apr,2003,39,4651.53,
Planes,Q2,Jun,2003,41,3858.1,
Planes,Q3,Aug,2003,40,3501.6,
Planes,Q4,Oct,2003,49,6433.7,
Planes,Q1,Jan,2004,27,2658.96,
Planes,Q1,Feb,2004,34,3608.76,
Planes,Q2,Apr,2004,23,2214.67,
Planes,Q2,May,2004,31,2747.53,
Planes,Q2,Jun,2004,34,3310.92,
Planes,Q3,Jul,2004,25,2380,
Planes,Q3,Aug,2004,22,2310.88,
Planes,Q3,Sep,2004,32,4061.76,
Planes,Q4,Oct,2004,31,3493.7,
Planes,Q4,Nov,2004,25,2872.25,
Planes,Q4,Nov,2004,47,4114.38,
Planes,Q4,Nov,2004,21,1063.65,
Planes,Q4,Dec,2004,28,2008.44,
Planes,Q1,Feb,2005,46,4328.6,
Planes,Q1,Mar,2005,33,1376.43,
Planes,Q1,Mar,2005,43,5552.16,
Planes,Q2,Apr,2005,38,3659.02,
Planes,Q2,May,2005,47,4165.61,
Vintage Cars,Q1,Jan,2003,45,1404,
Vintage Cars,Q1,Mar,2003,20,710.2,
Vintage Cars,Q2,May,2003,45,1702.8,
Vintage Cars,Q3,Sep,2003,36,1194.84,
Vintage Cars,Q4,Oct,2003,37,1007.14,
Vintage Cars,Q4,Nov,2003,31,977.43,
Vintage Cars,Q4,Nov,2003,39,1436.76,
Vintage Cars,Q4,Nov,2003,26,759.46,
Vintage Cars,Q4,Dec,2003,32,1189.44,
Vintage Cars,Q1,Jan,2004,20,683.8,
Vintage Cars,Q1,Mar,2004,42,1226.82,
Vintage Cars,Q2,Apr,2004,33,974.82,
Vintage Cars,Q3,Aug,2004,20,577.6,
Vintage Cars,Q3,Sep,2004,29,1106.93,
Vintage Cars,Q4,Oct,2004,23,694.6,
Vintage Cars,Q4,Oct,2004,39,1152.06,
Vintage Cars,Q4,Nov,2004,20,2624,
Vintage Cars,Q4,Nov,2004,45,3685.95,
Vintage Cars,Q4,Nov,2004,20,703.6,
Vintage Cars,Q4,Dec,2004,48,9720,
Vintage Cars,Q1,Jan,2005,23,834.67,
Vintage Cars,Q1,Feb,2005,32,2257.92,
Vintage Cars,Q1,Mar,2005,33,8344.71,
Vintage Cars,Q2,Apr,2005,61,1801.94,
Vintage Cars,Q2,May,2005,45,1209.6,
Motorcycles,Q1,Feb,2003,38,3155.14,
Motorcycles,Q2,Apr,2003,34,2848.86,
Motorcycles,Q3,Jul,2003,43,3570.29,
Motorcycles,Q3,Aug,2003,47,3902.41,
Motorcycles,Q4,Oct,2003,22,1474.66,
Motorcycles,Q4,Oct,2003,29,2186.89,
Motorcycles,Q4,Nov,2003,28,1919.4,
Motorcycles,Q4,Nov,2003,40,3656,
Motorcycles,Q4,Dec,2003,25,1847,
Motorcycles,Q1,Jan,2004,30,1851,
Motorcycles,Q1,Feb,2004,38,2633.78,
Motorcycles,Q2,Apr,2004,36,3153.6,
Motorcycles,Q2,May,2004,32,2803.2,
Motorcycles,Q2,Jun,2004,37,2311.02,
Motorcycles,Q3,Jul,2004,30,2399.4,
Motorcycles,Q3,Aug,2004,39,2733.12,
Motorcycles,Q3,Sep,2004,32,2096.32,
Motorcycles,Q4,Oct,2004,47,2971.34,
Motorcycles,Q4,Nov,2004,26,2257.58,
Motorcycles,Q4,Nov,2004,37,3493.91,
Motorcycles,Q4,Nov,2004,55,4398.9,
Motorcycles,Q1,Jan,2005,21,3595.62,
Motorcycles,Q1,Feb,2005,23,2443.29,
Motorcycles,Q1,Mar,2005,49,3988.6,
Motorcycles,Q2,Apr,2005,59,5168.4,
Motorcycles,Q2,May,2005,32,2803.2,
Ships,Q1,Feb,2003,43,6341.21,
Ships,Q2,Apr,2003,41,5189.78,
Ships,Q2,Jun,2003,45,6027.75,
Ships,Q3,Aug,2003,33,3366,
Ships,Q3,Sep,2003,40,5456.4,
Ships,Q4,Oct,2003,33,3812.16,
Ships,Q4,Nov,2003,50,6083,
Ships,Q4,Nov,2003,30,3170.7,
Ships,Q4,Nov,2003,41,4534.6,
Ships,Q1,Jan,2004,35,4301.15,
Ships,Q1,Feb,2004,49,6804.63,
Ships,Q1,Mar,2004,46,5652.94,
Ships,Q2,May,2004,48,6960.48,
Ships,Q2,Jun,2004,36,4512.6,
Ships,Q3,Jul,2004,22,2784.76,
Ships,Q3,Aug,2004,42,5316.36,
Ships,Q3,Sep,2004,21,2941.89,
Ships,Q4,Oct,2004,29,3207.4,
Ships,Q4,Oct,2004,35,4215.05,
Ships,Q4,Nov,2004,41,4333.29,
Ships,Q4,Nov,2004,29,2087.13,
Ships,Q4,Dec,2004,34,1711.22,
Ships,Q1,Jan,2005,37,3910.53,
Ships,Q1,Feb,2005,28,2255.12,
Ships,Q1,Mar,2005,49,5720.75,
Ships,Q2,May,2005,23,3335.23,
Vintage Cars,Q1,Jan,2003,46,2472.96,
Vintage Cars,Q1,Mar,2003,39,1729.65,
